zipcode,zone,trange,zonetitle
95427,9b,25 to 30,9b: 25 to 30
95428,9a,20 to 25,9a: 20 to 25
95429,9a,20 to 25,9a: 20 to 25
95430,9b,25 to 30,9b: 25 to 30
95431,9b,25 to 30,9b: 25 to 30
95432,9b,25 to 30,9b: 25 to 30
95433,9b,25 to 30,9b: 25 to 30
95435,8b,15 to 20,8b: 15 to 20
95436,9b,25 to 30,9b: 25 to 30
95437,9b,25 to 30,9b: 25 to 30
95439,9a,20 to 25,9a: 20 to 25
95441,9b,25 to 30,9b: 25 to 30
95442,9b,25 to 30,9b: 25 to 30
95443,9b,25 to 30,9b: 25 to 30
95444,9a,20 to 25,9a: 20 to 25
95445,9b,25 to 30,9b: 25 to 30
95446,9b,25 to 30,9b: 25 to 30
95448,9b,25 to 30,9b: 25 to 30
95449,9b,25 to 30,9b: 25 to 30
95450,10a,30 to 35,10a: 30 to 35
95451,9b,25 to 30,9b: 25 to 30
95452,9b,25 to 30,9b: 25 to 30
95453,8b,15 to 20,8b: 15 to 20
95454,9a,20 to 25,9a: 20 to 25
95456,10a,30 to 35,10a: 30 to 35
95457,9a,20 to 25,9a: 20 to 25
95458,9a,20 to 25,9a: 20 to 25
95459,9b,25 to 30,9b: 25 to 30
95460,10a,30 to 35,10a: 30 to 35
95461,9a,20 to 25,9a: 20 to 25
95462,9b,25 to 30,9b: 25 to 30
95463,9b,25 to 30,9b: 25 to 30
95464,8b,15 to 20,8b: 15 to 20
95465,10a,30 to 35,10a: 30 to 35
95466,9b,25 to 30,9b: 25 to 30
95467,9a,20 to 25,9a: 20 to 25
95468,9b,25 to 30,9b: 25 to 30
95469,9a,20 to 25,9a: 20 to 25
95470,9a,20 to 25,9a: 20 to 25
95471,9b,25 to 30,9b: 25 to 30
95472,9a,20 to 25,9a: 20 to 25
95473,9a,20 to 25,9a: 20 to 25
95476,9b,25 to 30,9b: 25 to 30
95480,10a,30 to 35,10a: 30 to 35
95481,9a,20 to 25,9a: 20 to 25
95482,9a,20 to 25,9a: 20 to 25
95485,9a,20 to 25,9a: 20 to 25
95486,9b,25 to 30,9b: 25 to 30
95487,9b,25 to 30,9b: 25 to 30
95488,9b,25 to 30,9b: 25 to 30
95490,9a,20 to 25,9a: 20 to 25
95492,9a,20 to 25,9a: 20 to 25
95493,8b,15 to 20,8b: 15 to 20
95494,9b,25 to 30,9b: 25 to 30
95497,10a,30 to 35,10a: 30 to 35
95501,9b,25 to 30,9b: 25 to 30
95502,9b,25 to 30,9b: 25 to 30
95503,9b,25 to 30,9b: 25 to 30
95511,9a,20 to 25,9a: 20 to 25
95514,9a,20 to 25,9a: 20 to 25
95518,9b,25 to 30,9b: 25 to 30
95519,9b,25 to 30,9b: 25 to 30
95521,9b,25 to 30,9b: 25 to 30
95524,9b,25 to 30,9b: 25 to 30
95525,9a,20 to 25,9a: 20 to 25
95526,9a,20 to 25,9a: 20 to 25
95527,8b,15 to 20,8b: 15 to 20
95528,9b,25 to 30,9b: 25 to 30
95531,9b,25 to 30,9b: 25 to 30
95532,9b,25 to 30,9b: 25 to 30
95534,9b,25 to 30,9b: 25 to 30
95536,9b,25 to 30,9b: 25 to 30
95537,9b,25 to 30,9b: 25 to 30
95538,9b,25 to 30,9b: 25 to 30
95540,9b,25 to 30,9b: 25 to 30
95542,9a,20 to 25,9a: 20 to 25
95543,8a,10 to 15,8a: 10 to 15
95545,9b,25 to 30,9b: 25 to 30
95546,9a,20 to 25,9a: 20 to 25
95547,9b,25 to 30,9b: 25 to 30
95548,9b,25 to 30,9b: 25 to 30
95549,9b,25 to 30,9b: 25 to 30
95550,9b,25 to 30,9b: 25 to 30
95551,9b,25 to 30,9b: 25 to 30
95552,8b,15 to 20,8b: 15 to 20
95553,9b,25 to 30,9b: 25 to 30
95554,9b,25 to 30,9b: 25 to 30
95555,9b,25 to 30,9b: 25 to 30
95556,9a,20 to 25,9a: 20 to 25
95558,9b,25 to 30,9b: 25 to 30
95559,9a,20 to 25,9a: 20 to 25
95560,9b,25 to 30,9b: 25 to 30
95562,9b,25 to 30,9b: 25 to 30
95563,9a,20 to 25,9a: 20 to 25
95564,9b,25 to 30,9b: 25 to 30
95565,9b,25 to 30,9b: 25 to 30
95567,9b,25 to 30,9b: 25 to 30
95568,8b,15 to 20,8b: 15 to 20
95569,9b,25 to 30,9b: 25 to 30
95570,9b,25 to 30,9b: 25 to 30
95571,9b,25 to 30,9b: 25 to 30
95573,9a,20 to 25,9a: 20 to 25
95585,9a,20 to 25,9a: 20 to 25
95587,9a,20 to 25,9a: 20 to 25
95589,9b,25 to 30,9b: 25 to 30
95595,8b,15 to 20,8b: 15 to 20
95601,9b,25 to 30,9b: 25 to 30
95602,9b,25 to 30,9b: 25 to 30
95603,9b,25 to 30,9b: 25 to 30
95604,9b,25 to 30,9b: 25 to 30
95605,9b,25 to 30,9b: 25 to 30
95606,9a,20 to 25,9a: 20 to 25
95607,9a,20 to 25,9a: 20 to 25
95608,9b,25 to 30,9b: 25 to 30
95609,9b,25 to 30,9b: 25 to 30
95610,9b,25 to 30,9b: 25 to 30
95611,9b,25 to 30,9b: 25 to 30
95612,9b,25 to 30,9b: 25 to 30
95613,9b,25 to 30,9b: 25 to 30
95614,9b,25 to 30,9b: 25 to 30
95615,9b,25 to 30,9b: 25 to 30
95616,9b,25 to 30,9b: 25 to 30
95617,9b,25 to 30,9b: 25 to 30
95618,9b,25 to 30,9b: 25 to 30
95619,9b,25 to 30,9b: 25 to 30
95620,9b,25 to 30,9b: 25 to 30
95621,9b,25 to 30,9b: 25 to 30
95623,9b,25 to 30,9b: 25 to 30
95624,9b,25 to 30,9b: 25 to 30
95625,9b,25 to 30,9b: 25 to 30
95626,9b,25 to 30,9b: 25 to 30
95627,9b,25 to 30,9b: 25 to 30
95628,9b,25 to 30,9b: 25 to 30
95629,9a,20 to 25,9a: 20 to 25
95630,9b,25 to 30,9b: 25 to 30
95631,9a,20 to 25,9a: 20 to 25
95632,9b,25 to 30,9b: 25 to 30
95633,9a,20 to 25,9a: 20 to 25
95634,9a,20 to 25,9a: 20 to 25
95635,9b,25 to 30,9b: 25 to 30
95636,8b,15 to 20,8b: 15 to 20
95637,9b,25 to 30,9b: 25 to 30
95638,9b,25 to 30,9b: 25 to 30
95639,9b,25 to 30,9b: 25 to 30
95640,9b,25 to 30,9b: 25 to 30
95641,9b,25 to 30,9b: 25 to 30
95642,9b,25 to 30,9b: 25 to 30
95644,7a,0 to 5,7a: 0 to 5
95645,9b,25 to 30,9b: 25 to 30
95646,6b,-5 to 0,6b: -5 to 0
95648,9a,20 to 25,9a: 20 to 25
95650,9b,25 to 30,9b: 25 to 30
95651,9b,25 to 30,9b: 25 to 30
95652,9b,25 to 30,9b: 25 to 30
95653,9b,25 to 30,9b: 25 to 30
95654,9b,25 to 30,9b: 25 to 30
95655,9b,25 to 30,9b: 25 to 30
95656,9a,20 to 25,9a: 20 to 25
95658,9b,25 to 30,9b: 25 to 30
95659,9b,25 to 30,9b: 25 to 30
95660,9b,25 to 30,9b: 25 to 30
95661,9b,25 to 30,9b: 25 to 30
95662,9b,25 to 30,9b: 25 to 30
95663,9b,25 to 30,9b: 25 to 30
95664,9b,25 to 30,9b: 25 to 30
95665,9a,20 to 25,9a: 20 to 25
95666,9a,20 to 25,9a: 20 to 25
95667,9b,25 to 30,9b: 25 to 30
95668,9b,25 to 30,9b: 25 to 30
95669,9b,25 to 30,9b: 25 to 30
95670,9b,25 to 30,9b: 25 to 30
95671,9b,25 to 30,9b: 25 to 30
95672,9b,25 to 30,9b: 25 to 30
95673,9b,25 to 30,9b: 25 to 30
95674,9b,25 to 30,9b: 25 to 30
95675,9a,20 to 25,9a: 20 to 25
95676,9b,25 to 30,9b: 25 to 30
95677,9b,25 to 30,9b: 25 to 30
95678,9b,25 to 30,9b: 25 to 30
95679,9b,25 to 30,9b: 25 to 30
95680,9b,25 to 30,9b: 25 to 30
95681,9b,25 to 30,9b: 25 to 30
95682,9b,25 to 30,9b: 25 to 30
95683,9b,25 to 30,9b: 25 to 30
95684,9a,20 to 25,9a: 20 to 25
95685,9a,20 to 25,9a: 20 to 25
95686,9b,25 to 30,9b: 25 to 30
95687,9b,25 to 30,9b: 25 to 30
95688,9b,25 to 30,9b: 25 to 30
95689,9a,20 to 25,9a: 20 to 25
95690,9b,25 to 30,9b: 25 to 30
95691,9b,25 to 30,9b: 25 to 30
95692,9b,25 to 30,9b: 25 to 30
95693,9b,25 to 30,9b: 25 to 30
95694,9b,25 to 30,9b: 25 to 30
95695,9b,25 to 30,9b: 25 to 30
95696,9b,25 to 30,9b: 25 to 30
95697,9b,25 to 30,9b: 25 to 30
95698,9b,25 to 30,9b: 25 to 30
95699,9b,25 to 30,9b: 25 to 30
95701,8b,15 to 20,8b: 15 to 20
95703,9a,20 to 25,9a: 20 to 25
95709,9a,20 to 25,9a: 20 to 25
95712,9a,20 to 25,9a: 20 to 25
95713,9a,20 to 25,9a: 20 to 25
95714,9a,20 to 25,9a: 20 to 25
95715,8a,10 to 15,8a: 10 to 15
95717,9a,20 to 25,9a: 20 to 25
95720,7b,5 to 10,7b: 5 to 10
95721,7a,0 to 5,7a: 0 to 5
95722,9a,20 to 25,9a: 20 to 25
95726,8b,15 to 20,8b: 15 to 20
95728,7a,0 to 5,7a: 0 to 5
95735,7a,0 to 5,7a: 0 to 5
95736,9a,20 to 25,9a: 20 to 25
95741,9b,25 to 30,9b: 25 to 30
95742,9b,25 to 30,9b: 25 to 30
95746,9b,25 to 30,9b: 25 to 30
95747,9b,25 to 30,9b: 25 to 30
95757,9b,25 to 30,9b: 25 to 30
95758,9b,25 to 30,9b: 25 to 30
95759,9b,25 to 30,9b: 25 to 30
95762,9b,25 to 30,9b: 25 to 30
95763,9b,25 to 30,9b: 25 to 30
95765,9b,25 to 30,9b: 25 to 30
95776,9b,25 to 30,9b: 25 to 30
95798,9b,25 to 30,9b: 25 to 30
95799,9b,25 to 30,9b: 25 to 30
95811,9b,25 to 30,9b: 25 to 30
95812,9b,25 to 30,9b: 25 to 30
95813,9b,25 to 30,9b: 25 to 30
95814,9b,25 to 30,9b: 25 to 30
95815,9b,25 to 30,9b: 25 to 30
95816,9b,25 to 30,9b: 25 to 30
95817,9b,25 to 30,9b: 25 to 30
95818,9b,25 to 30,9b: 25 to 30
95819,9b,25 to 30,9b: 25 to 30
95820,9b,25 to 30,9b: 25 to 30
95821,9b,25 to 30,9b: 25 to 30
95822,9b,25 to 30,9b: 25 to 30
95823,9b,25 to 30,9b: 25 to 30
95824,9b,25 to 30,9b: 25 to 30
95825,9b,25 to 30,9b: 25 to 30
95826,9b,25 to 30,9b: 25 to 30
95827,9b,25 to 30,9b: 25 to 30
95828,9b,25 to 30,9b: 25 to 30
95829,9b,25 to 30,9b: 25 to 30
95830,9b,25 to 30,9b: 25 to 30
95831,9b,25 to 30,9b: 25 to 30
95832,9b,25 to 30,9b: 25 to 30
95833,9b,25 to 30,9b: 25 to 30
95834,9b,25 to 30,9b: 25 to 30
95835,9b,25 to 30,9b: 25 to 30
95837,9b,25 to 30,9b: 25 to 30
95838,9b,25 to 30,9b: 25 to 30
95840,9b,25 to 30,9b: 25 to 30
95841,9b,25 to 30,9b: 25 to 30
95842,9b,25 to 30,9b: 25 to 30
95843,9b,25 to 30,9b: 25 to 30
95851,9b,25 to 30,9b: 25 to 30
95852,9b,25 to 30,9b: 25 to 30
95853,9b,25 to 30,9b: 25 to 30
95860,9b,25 to 30,9b: 25 to 30
95864,9b,25 to 30,9b: 25 to 30
95865,9b,25 to 30,9b: 25 to 30
95866,9b,25 to 30,9b: 25 to 30
95867,9b,25 to 30,9b: 25 to 30
95894,9b,25 to 30,9b: 25 to 30
95899,9b,25 to 30,9b: 25 to 30
95901,9b,25 to 30,9b: 25 to 30
95903,9b,25 to 30,9b: 25 to 30
95910,8b,15 to 20,8b: 15 to 20
95912,9b,25 to 30,9b: 25 to 30
95913,9b,25 to 30,9b: 25 to 30
95914,9b,25 to 30,9b: 25 to 30
95915,7b,5 to 10,7b: 5 to 10
95916,9b,25 to 30,9b: 25 to 30
95917,9b,25 to 30,9b: 25 to 30
95918,9b,25 to 30,9b: 25 to 30
95919,9a,20 to 25,9a: 20 to 25
95920,9b,25 to 30,9b: 25 to 30
95922,9a,20 to 25,9a: 20 to 25
95923,7b,5 to 10,7b: 5 to 10
95924,9a,20 to 25,9a: 20 to 25
95925,9a,20 to 25,9a: 20 to 25
95926,9b,25 to 30,9b: 25 to 30
95927,9a,20 to 25,9a: 20 to 25
95928,9b,25 to 30,9b: 25 to 30
95929,9a,20 to 25,9a: 20 to 25
95930,9a,20 to 25,9a: 20 to 25
95932,9b,25 to 30,9b: 25 to 30
95934,7b,5 to 10,7b: 5 to 10
95935,9a,20 to 25,9a: 20 to 25
95936,8a,10 to 15,8a: 10 to 15
95937,9b,25 to 30,9b: 25 to 30
95938,9a,20 to 25,9a: 20 to 25
95939,9a,20 to 25,9a: 20 to 25
95940,9b,25 to 30,9b: 25 to 30
95941,9a,20 to 25,9a: 20 to 25
95942,9a,20 to 25,9a: 20 to 25
95943,9b,25 to 30,9b: 25 to 30
95944,8b,15 to 20,8b: 15 to 20
95945,9a,20 to 25,9a: 20 to 25
95946,9b,25 to 30,9b: 25 to 30
95947,7b,5 to 10,7b: 5 to 10
95948,9b,25 to 30,9b: 25 to 30
95949,9b,25 to 30,9b: 25 to 30
95950,9b,25 to 30,9b: 25 to 30
95951,9b,25 to 30,9b: 25 to 30
95953,9b,25 to 30,9b: 25 to 30
95954,8b,15 to 20,8b: 15 to 20
95955,9b,25 to 30,9b: 25 to 30
95956,8a,10 to 15,8a: 10 to 15
95957,9b,25 to 30,9b: 25 to 30
95958,9b,25 to 30,9b: 25 to 30
95959,9a,20 to 25,9a: 20 to 25
95960,9a,20 to 25,9a: 20 to 25
95961,9b,25 to 30,9b: 25 to 30
95962,9b,25 to 30,9b: 25 to 30
95963,9b,25 to 30,9b: 25 to 30
95965,9b,25 to 30,9b: 25 to 30
95966,9b,25 to 30,9b: 25 to 30
95967,9b,25 to 30,9b: 25 to 30
95968,9b,25 to 30,9b: 25 to 30
95969,9b,25 to 30,9b: 25 to 30
95970,9b,25 to 30,9b: 25 to 30
95971,7b,5 to 10,7b: 5 to 10
95972,9b,25 to 30,9b: 25 to 30
95973,9b,25 to 30,9b: 25 to 30
95974,9b,25 to 30,9b: 25 to 30
95975,9a,20 to 25,9a: 20 to 25
95976,9a,20 to 25,9a: 20 to 25
95977,9b,25 to 30,9b: 25 to 30
95978,8b,15 to 20,8b: 15 to 20
95979,9a,20 to 25,9a: 20 to 25
95980,8b,15 to 20,8b: 15 to 20
95981,8a,10 to 15,8a: 10 to 15
95982,9b,25 to 30,9b: 25 to 30
95983,7b,5 to 10,7b: 5 to 10
95984,8a,10 to 15,8a: 10 to 15
95986,8b,15 to 20,8b: 15 to 20
95987,9b,25 to 30,9b: 25 to 30
95988,9b,25 to 30,9b: 25 to 30
95991,9b,25 to 30,9b: 25 to 30
95992,9b,25 to 30,9b: 25 to 30
95993,9b,25 to 30,9b: 25 to 30
96001,9b,25 to 30,9b: 25 to 30
96002,9a,20 to 25,9a: 20 to 25
96003,9b,25 to 30,9b: 25 to 30
96006,7a,0 to 5,7a: 0 to 5
96007,9a,20 to 25,9a: 20 to 25
96008,9b,25 to 30,9b: 25 to 30
96009,7a,0 to 5,7a: 0 to 5
96010,8b,15 to 20,8b: 15 to 20
96011,8b,15 to 20,8b: 15 to 20
96013,7b,5 to 10,7b: 5 to 10
96014,8a,10 to 15,8a: 10 to 15
96015,7a,0 to 5,7a: 0 to 5
96016,7b,5 to 10,7b: 5 to 10
96017,8b,15 to 20,8b: 15 to 20
96019,9b,25 to 30,9b: 25 to 30
96020,7a,0 to 5,7a: 0 to 5
96021,9b,25 to 30,9b: 25 to 30
96022,9a,20 to 25,9a: 20 to 25
96023,6b,-5 to 0,6b: -5 to 0
96024,8b,15 to 20,8b: 15 to 20
96025,8a,10 to 15,8a: 10 to 15
96027,8a,10 to 15,8a: 10 to 15
96028,7b,5 to 10,7b: 5 to 10
96029,9b,25 to 30,9b: 25 to 30
96031,8b,15 to 20,8b: 15 to 20
96032,8a,10 to 15,8a: 10 to 15
96033,9a,20 to 25,9a: 20 to 25
96034,8a,10 to 15,8a: 10 to 15
96035,9a,20 to 25,9a: 20 to 25
96037,8a,10 to 15,8a: 10 to 15
96038,8a,10 to 15,8a: 10 to 15
96039,8b,15 to 20,8b: 15 to 20
96040,7a,0 to 5,7a: 0 to 5
96041,8b,15 to 20,8b: 15 to 20
96044,8a,10 to 15,8a: 10 to 15
96046,8b,15 to 20,8b: 15 to 20
96047,9a,20 to 25,9a: 20 to 25
96048,8b,15 to 20,8b: 15 to 20
96049,9b,25 to 30,9b: 25 to 30
96050,8a,10 to 15,8a: 10 to 15
96051,9a,20 to 25,9a: 20 to 25
96052,8b,15 to 20,8b: 15 to 20
96054,7a,0 to 5,7a: 0 to 5
96055,9b,25 to 30,9b: 25 to 30
96056,7a,0 to 5,7a: 0 to 5
96057,7b,5 to 10,7b: 5 to 10
96058,6b,-5 to 0,6b: -5 to 0
96059,9a,20 to 25,9a: 20 to 25
96061,7a,0 to 5,7a: 0 to 5
96062,9a,20 to 25,9a: 20 to 25
96063,7b,5 to 10,7b: 5 to 10
96064,7b,5 to 10,7b: 5 to 10
96065,9a,20 to 25,9a: 20 to 25
96067,8a,10 to 15,8a: 10 to 15
96068,7a,0 to 5,7a: 0 to 5
96069,9a,20 to 25,9a: 20 to 25
96070,9a,20 to 25,9a: 20 to 25
96071,7a,0 to 5,7a: 0 to 5
96073,9a,20 to 25,9a: 20 to 25
96074,9b,25 to 30,9b: 25 to 30
96075,9b,25 to 30,9b: 25 to 30
96076,9a,20 to 25,9a: 20 to 25
96078,9a,20 to 25,9a: 20 to 25
96079,9b,25 to 30,9b: 25 to 30
96080,9b,25 to 30,9b: 25 to 30
96084,9a,20 to 25,9a: 20 to 25
96085,8a,10 to 15,8a: 10 to 15
96086,8b,15 to 20,8b: 15 to 20
96087,9a,20 to 25,9a: 20 to 25
96088,9b,25 to 30,9b: 25 to 30
96090,9a,20 to 25,9a: 20 to 25
96091,7b,5 to 10,7b: 5 to 10
96092,9b,25 to 30,9b: 25 to 30
96093,8b,15 to 20,8b: 15 to 20
96094,8a,10 to 15,8a: 10 to 15
96095,9b,25 to 30,9b: 25 to 30
96096,9a,20 to 25,9a: 20 to 25
96097,8a,10 to 15,8a: 10 to 15
96099,9b,25 to 30,9b: 25 to 30
96101,6b,-5 to 0,6b: -5 to 0
96103,7a,0 to 5,7a: 0 to 5
96104,6b,-5 to 0,6b: -5 to 0
96105,7a,0 to 5,7a: 0 to 5
96106,7a,0 to 5,7a: 0 to 5
96107,6b,-5 to 0,6b: -5 to 0
96108,6b,-5 to 0,6b: -5 to 0
96109,7a,0 to 5,7a: 0 to 5
96110,6b,-5 to 0,6b: -5 to 0
96111,6b,-5 to 0,6b: -5 to 0
96112,6b,-5 to 0,6b: -5 to 0
96113,7a,0 to 5,7a: 0 to 5
96114,7a,0 to 5,7a: 0 to 5
96115,6b,-5 to 0,6b: -5 to 0
96116,6b,-5 to 0,6b: -5 to 0
96117,6b,-5 to 0,6b: -5 to 0
96118,6b,-5 to 0,6b: -5 to 0
96119,6b,-5 to 0,6b: -5 to 0
96120,6b,-5 to 0,6b: -5 to 0
96121,7a,0 to 5,7a: 0 to 5
96122,6b,-5 to 0,6b: -5 to 0
96123,6b,-5 to 0,6b: -5 to 0
96124,6b,-5 to 0,6b: -5 to 0
96125,7a,0 to 5,7a: 0 to 5
96126,6b,-5 to 0,6b: -5 to 0
96127,7a,0 to 5,7a: 0 to 5
96128,7a,0 to 5,7a: 0 to 5
96129,6b,-5 to 0,6b: -5 to 0
96130,7a,0 to 5,7a: 0 to 5
96132,6a,-10 to -5,6a: -10 to -5
96133,7a,0 to 5,7a: 0 to 5
96134,6b,-5 to 0,6b: -5 to 0
96135,6b,-5 to 0,6b: -5 to 0
96136,7a,0 to 5,7a: 0 to 5
96137,7a,0 to 5,7a: 0 to 5
96140,7a,0 to 5,7a: 0 to 5
96141,7a,0 to 5,7a: 0 to 5
96142,6b,-5 to 0,6b: -5 to 0
96143,6b,-5 to 0,6b: -5 to 0
96145,7a,0 to 5,7a: 0 to 5
96146,7a,0 to 5,7a: 0 to 5
96148,7a,0 to 5,7a: 0 to 5
96150,6b,-5 to 0,6b: -5 to 0
96151,6b,-5 to 0,6b: -5 to 0
96152,6b,-5 to 0,6b: -5 to 0
96154,6b,-5 to 0,6b: -5 to 0
96155,7a,0 to 5,7a: 0 to 5
96156,6b,-5 to 0,6b: -5 to 0
96157,6b,-5 to 0,6b: -5 to 0
96158,6b,-5 to 0,6b: -5 to 0
96160,6a,-10 to -5,6a: -10 to -5
96161,6b,-5 to 0,6b: -5 to 0
97001,7a,0 to 5,7a: 0 to 5
97002,8b,15 to 20,8b: 15 to 20
97003,9a,20 to 25,9a: 20 to 25
97004,8b,15 to 20,8b: 15 to 20
97005,9a,20 to 25,9a: 20 to 25
97006,8b,15 to 20,8b: 15 to 20
97007,8b,15 to 20,8b: 15 to 20
97008,9a,20 to 25,9a: 20 to 25
97009,8b,15 to 20,8b: 15 to 20
97011,8a,10 to 15,8a: 10 to 15
97013,8b,15 to 20,8b: 15 to 20
97014,8a,10 to 15,8a: 10 to 15
97015,9a,20 to 25,9a: 20 to 25
97016,8b,15 to 20,8b: 15 to 20
97017,8b,15 to 20,8b: 15 to 20
97018,8b,15 to 20,8b: 15 to 20
97019,8b,15 to 20,8b: 15 to 20
97020,8b,15 to 20,8b: 15 to 20
97021,7b,5 to 10,7b: 5 to 10
97022,8b,15 to 20,8b: 15 to 20
97023,8a,10 to 15,8a: 10 to 15
97024,9a,20 to 25,9a: 20 to 25
97026,8b,15 to 20,8b: 15 to 20
97027,9a,20 to 25,9a: 20 to 25
97028,7a,0 to 5,7a: 0 to 5
97029,7a,0 to 5,7a: 0 to 5
97030,9a,20 to 25,9a: 20 to 25
97031,7b,5 to 10,7b: 5 to 10
97032,8b,15 to 20,8b: 15 to 20
97033,7a,0 to 5,7a: 0 to 5
97034,9a,20 to 25,9a: 20 to 25
97035,9a,20 to 25,9a: 20 to 25
97036,9a,20 to 25,9a: 20 to 25
97037,7a,0 to 5,7a: 0 to 5
97038,8b,15 to 20,8b: 15 to 20
97039,7a,0 to 5,7a: 0 to 5
97040,7b,5 to 10,7b: 5 to 10
97041,7b,5 to 10,7b: 5 to 10
97042,8b,15 to 20,8b: 15 to 20
97045,9a,20 to 25,9a: 20 to 25
97048,8b,15 to 20,8b: 15 to 20
97049,7b,5 to 10,7b: 5 to 10
97050,8a,10 to 15,8a: 10 to 15
97051,8b,15 to 20,8b: 15 to 20
97053,8b,15 to 20,8b: 15 to 20
97054,8b,15 to 20,8b: 15 to 20
97055,8b,15 to 20,8b: 15 to 20
97056,8b,15 to 20,8b: 15 to 20
97057,6b,-5 to 0,6b: -5 to 0
97058,7b,5 to 10,7b: 5 to 10
97060,9a,20 to 25,9a: 20 to 25
97062,9a,20 to 25,9a: 20 to 25
97063,7a,0 to 5,7a: 0 to 5
97064,8a,10 to 15,8a: 10 to 15
97065,7b,5 to 10,7b: 5 to 10
97067,8a,10 to 15,8a: 10 to 15
97068,9a,20 to 25,9a: 20 to 25
97070,8b,15 to 20,8b: 15 to 20
97071,8b,15 to 20,8b: 15 to 20
97075,9a,20 to 25,9a: 20 to 25
97076,8b,15 to 20,8b: 15 to 20
97077,9a,20 to 25,9a: 20 to 25
97078,8b,15 to 20,8b: 15 to 20
97079,9a,20 to 25,9a: 20 to 25
97080,8b,15 to 20,8b: 15 to 20
97086,8b,15 to 20,8b: 15 to 20
97089,8b,15 to 20,8b: 15 to 20
97101,8b,15 to 20,8b: 15 to 20
97102,9a,20 to 25,9a: 20 to 25
97103,8b,15 to 20,8b: 15 to 20
97106,8b,15 to 20,8b: 15 to 20
97107,9a,20 to 25,9a: 20 to 25
97108,8b,15 to 20,8b: 15 to 20
97109,8b,15 to 20,8b: 15 to 20
97110,9a,20 to 25,9a: 20 to 25
97111,8b,15 to 20,8b: 15 to 20
97112,9a,20 to 25,9a: 20 to 25
97113,8b,15 to 20,8b: 15 to 20
97114,8b,15 to 20,8b: 15 to 20
97115,8b,15 to 20,8b: 15 to 20
97116,8b,15 to 20,8b: 15 to 20
97117,8b,15 to 20,8b: 15 to 20
97118,9a,20 to 25,9a: 20 to 25
97119,8b,15 to 20,8b: 15 to 20
97121,9a,20 to 25,9a: 20 to 25
97122,8b,15 to 20,8b: 15 to 20
97123,8b,15 to 20,8b: 15 to 20
97124,8b,15 to 20,8b: 15 to 20
97125,8b,15 to 20,8b: 15 to 20
97127,8b,15 to 20,8b: 15 to 20
97128,8b,15 to 20,8b: 15 to 20
97129,8b,15 to 20,8b: 15 to 20
97130,9a,20 to 25,9a: 20 to 25
97131,8b,15 to 20,8b: 15 to 20
97132,8b,15 to 20,8b: 15 to 20
97133,8b,15 to 20,8b: 15 to 20
97134,9a,20 to 25,9a: 20 to 25
97135,9b,25 to 30,9b: 25 to 30
97136,9a,20 to 25,9a: 20 to 25
97137,8b,15 to 20,8b: 15 to 20
97138,8b,15 to 20,8b: 15 to 20
97140,8b,15 to 20,8b: 15 to 20
97141,9a,20 to 25,9a: 20 to 25
97143,9a,20 to 25,9a: 20 to 25
97144,8b,15 to 20,8b: 15 to 20
97145,9a,20 to 25,9a: 20 to 25
97146,9a,20 to 25,9a: 20 to 25
97147,9a,20 to 25,9a: 20 to 25
97148,8b,15 to 20,8b: 15 to 20
97149,9a,20 to 25,9a: 20 to 25
97201,8b,15 to 20,8b: 15 to 20
97202,9a,20 to 25,9a: 20 to 25
97203,9a,20 to 25,9a: 20 to 25
97204,9a,20 to 25,9a: 20 to 25
97205,8b,15 to 20,8b: 15 to 20
97206,9a,20 to 25,9a: 20 to 25
97207,9a,20 to 25,9a: 20 to 25
97208,9a,20 to 25,9a: 20 to 25
97209,9a,20 to 25,9a: 20 to 25
97210,8b,15 to 20,8b: 15 to 20
97211,9a,20 to 25,9a: 20 to 25
97212,8b,15 to 20,8b: 15 to 20
97213,8b,15 to 20,8b: 15 to 20
97214,9a,20 to 25,9a: 20 to 25
97215,9a,20 to 25,9a: 20 to 25
97216,9a,20 to 25,9a: 20 to 25
97217,9a,20 to 25,9a: 20 to 25
97218,9a,20 to 25,9a: 20 to 25
97219,8b,15 to 20,8b: 15 to 20
97220,9a,20 to 25,9a: 20 to 25
97221,8b,15 to 20,8b: 15 to 20
97222,9a,20 to 25,9a: 20 to 25
97223,9a,20 to 25,9a: 20 to 25
97224,9a,20 to 25,9a: 20 to 25
97225,8b,15 to 20,8b: 15 to 20
97227,9a,20 to 25,9a: 20 to 25
97228,9a,20 to 25,9a: 20 to 25
97229,8b,15 to 20,8b: 15 to 20
97230,9a,20 to 25,9a: 20 to 25
97231,8b,15 to 20,8b: 15 to 20
97232,9a,20 to 25,9a: 20 to 25
97233,9a,20 to 25,9a: 20 to 25
97236,9a,20 to 25,9a: 20 to 25
97238,9a,20 to 25,9a: 20 to 25
97239,8b,15 to 20,8b: 15 to 20
97240,9a,20 to 25,9a: 20 to 25
97242,9a,20 to 25,9a: 20 to 25
97250,9a,20 to 25,9a: 20 to 25
97251,9a,20 to 25,9a: 20 to 25
97252,9a,20 to 25,9a: 20 to 25
97253,9a,20 to 25,9a: 20 to 25
97254,9a,20 to 25,9a: 20 to 25
97256,9a,20 to 25,9a: 20 to 25
97266,9a,20 to 25,9a: 20 to 25
97267,9a,20 to 25,9a: 20 to 25
97268,9a,20 to 25,9a: 20 to 25
