Latin Name,Common Name,Habit,Height,Hardiness,Growth,Soil,Shade,Moisture,Edible,Medicinal,Other Uses,Link
Prunus jamasakura,Yamazakura,Tree,18.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus jamasakura
Prunus japonica,"Korean Cherry, Japanese bush cherry",Shrub,1.5,4-8,,LMH,SN,M,3,3,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus japonica
Prunus japonica nakai,Japanese Plum,Shrub,0.5,4-8,,LMH,SN,M,3,3,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus japonica nakai
Prunus jenkinsii,,Tree,15.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus jenkinsii
Prunus kansuensis,,Shrub,6.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus kansuensis
Prunus korshinskyi,,Shrub,3.5,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus korshinskyi
Prunus lannesiana,Oshima Cherry,Tree,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus lannesiana
Prunus laurocerasus,"Cherry Laurel, English Laurel",Shrub,6.0,6-8,M,LMH,FSN,M,4,3,5,https://pfaf.org/user/Plant.aspx?LatinName=Prunus laurocerasus
Prunus lusitanica,Portugal Laurel,Shrub,6.0,6-9,,LMH,SN,M,3,1,5,https://pfaf.org/user/Plant.aspx?LatinName=Prunus lusitanica
Prunus lyonii,"Catalina Island Cherry, Hollyleaf cherry",Tree,10.0,7-10,,LMH,N,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus lyonii
Prunus mahaleb,Mahaleb Cherry,Tree,9.0,4-8,,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus mahaleb
Prunus mandshurica,Manchurian Apricot,Tree,15.0,0-0,,LMH,SN,M,3,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus mandshurica
Prunus maritima,"Beach Plum, Graves' plum",Shrub,2.5,3-7,,LMH,N,DM,4,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus maritima
Prunus maximowiczii,"Miyama Cherry, Korean cherry",Tree,7.5,4-8,,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus maximowiczii
Prunus media,,Tree,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus media
Prunus mexicana,Mexican Plum,Tree,12.0,5-9,,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus mexicana
Prunus microcarpa,,Shrub,0.0,-,,LMH,N,DM,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus microcarpa
Prunus mira,Smoothpit Peach,Tree,10.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus mira
Prunus mume,"Japanese Apricot, Japanese Flowering, Apricot",Tree,9.0,6-8,M,LMH,SN,M,3,3,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus mume
Prunus munsoniana,Wild Goose Plum,Tree,8.0,5-9,F,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus munsoniana
Prunus napaulensis,,Tree,20.0,6-9,,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus napaulensis
Prunus nigra,Canadian Plum,Tree,9.0,0-0,,LMH,SN,M,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus nigra
Prunus nipponica,Japanese Alpine Cherry,Shrub,5.0,6-8,M,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus nipponica
Prunus orthosepala,Hybrid plum,Shrub,6.0,0-0,,LMH,N,M,3,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus orthosepala
Prunus padus,"Bird Cherry, European bird cherry",Tree,15.0,3-6,F,LMH,SN,M,3,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus padus
Prunus pedunculata,,Shrub,2.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus pedunculata
Prunus pensylvanica,Pin Cherry,Tree,12.0,-,F,LMH,N,M,2,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus pensylvanica
Prunus persica,"Peach, Flowering Peach,  Ornamental Peach,  Common Peach",Tree,6.0,5-9,F,LMH,N,M,5,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus persica
Prunus persica nucipersica,Nectarine,Tree,6.0,4-8,,LMH,N,M,4,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus persica nucipersica
Prunus pilosiuscula,,Tree,9.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus pilosiuscula
Prunus prostrata,Mountain Cherry,Shrub,1.0,-,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus prostrata
Prunus pseudocerasus,Cambridge Cherry,Shrub,3.5,5-9,,LMH,SN,M,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus pseudocerasus
Prunus pumila,"Dwarf American Cherry, Sandcherry, Western sandcherry, Eastern sandcherry, Great Lakes sandcherry",Shrub,0.6,3-8,,LMH,N,DM,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus pumila
Prunus pumila besseyi,"Sand cherry, Rocky Mountain cherry",Shrub,2.0,3-6,M,LM,SN,DM,4,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus pumila besseyi
Prunus pumila susquehanae,Dwarf American Cherry,Shrub,0.6,-,,LMH,N,DM,4,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus pumila susquehanae
Prunus rivularis,Creek Plum,Shrub,2.5,7-10,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus rivularis
Prunus rufa,Himalayan Cherry,Tree,6.0,7-10,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus rufa
Prunus salicifolia,"Capulin Cherry, Mexican Bird Cherry",Tree,25.0,3-10,F,LMH,N,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus salicifolia
Prunus salicina,Japanese Plum,Tree,4.0,5-8,M,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus salicina
Prunus sargentii,Sargent Cherry,Tree,10.0,4-7,M,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus sargentii
Prunus serotina,"Rum Cherry - Wild Cherry, Black  Cherry, Wild Black  Cherry",Tree,18.0,3-9,F,LMH,N,M,4,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus serotina
Prunus serrula,"Birch Bark Cherry, Japanese flowering cherry",Tree,10.0,5-6,M,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus serrula
Prunus serrulata,"Yamazakura, Japanese Flowering Cherry, Oriental  Cherry",Tree,5.0,5-8,M,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus serrulata
Prunus sibirica,Siberian Apricot,Shrub,3.0,4-8,,LMH,SN,M,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prunus sibirica
Prunus simonii,Apricot Plum,Tree,6.0,5-9,,LMH,N,M,3,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus simonii
Prunus sogdiana,,Tree,7.0,-,,LMH,SN,M,4,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus sogdiana
Prunus spinosa,Sloe - Blackthorn,Shrub,3.0,4-8,M,LMH,SN,M,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prunus spinosa
Prunus ssiori,Japanese Bird Cherry,Tree,23.0,4-8,,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus ssiori
Prunus subcordata,"Pacific Plum, Klamath plum, Kellogg's Klamath plum, Oregon Klamath plum",Tree,7.5,6-9,,LMH,N,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus subcordata
Prunus subhirtella,"Rosebud Cherry, Higan Cherry, Winter-flowering cherry",Tree,8.0,5-8,F,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus subhirtella
Prunus takesimensis,,Tree,0.0,-,,LMH,SN,M,3,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus takesimensis
Prunus tangutica,,Shrub,3.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus tangutica
Prunus tenella,Dwarf Russian Almond,Shrub,0.8,0-0,,LMH,S,DM,3,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus tenella
Prunus tomentosa,Nanking Cherry,Shrub,1.5,3-9,,LMH,SN,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus tomentosa
Prunus triloba,"Flowering Almond, Flowering plum",Shrub,4.0,4-8,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus triloba
Prunus triloba simplex,Flowering Almond,Shrub,4.5,4-8,,LMH,N,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus triloba simplex
Prunus umbellata,"Black Sloe, Hog plum, Flatwoods Plum",Tree,6.0,8-9,M,LMH,SN,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus umbellata
Prunus undulata,,Shrub,12.0,5-9,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus undulata
Prunus ursina,,Shrub,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus ursina
Prunus ussuriensis,,Shrub,2.5,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus ussuriensis
Prunus virens,Wild Cherry,Tree,8.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus virens
Prunus virginiana,"Chokecherry, Western chokecherry, Black chokecherry",Shrub,3.6,0-0,F,LMH,SN,M,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prunus virginiana
Prunus virginiana demissa,Western Chokecherry,Shrub,3.6,0-0,,LMH,S,M,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prunus virginiana demissa
Prunus virginiana melanocarpa,Rocky Mountain Chokecherry,Shrub,3.6,0-0,,LMH,N,M,3,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Prunus virginiana melanocarpa
Prunus x cistena,Purple-Leaf Sand Cherry,Shrub,2.0,4-8,S,LMH,SN,M,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x cistena
Prunus x dasycarpa,Black Apricot,Tree,4.5,4-8,,LMH,N,M,3,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x dasycarpa
Prunus x eminens,,Shrub,3.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x eminens
Prunus x fontanesiana,,Tree,0.0,-,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x fontanesiana
Prunus x gondouinii,Duke Cherry,Tree,6.0,4-8,,LMH,SN,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x gondouinii
Prunus x jacquemontii,Dwarf Bush cherry,Shrub,1.5,3-8,M,LMH,N,M,3,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x jacquemontii
Prunus x sultana,,Tree,0.0,5-9,,LMH,SN,M,3,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x sultana
Prunus x utahensis,,Shrub,1.5,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x utahensis
Prunus x yedoensis,Tokyo Cherry,Tree,9.0,4-8,,LMH,SN,M,2,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Prunus x yedoensis
Pseudocydonia sinensis,"Chinese Quince, Quince",Tree,6.0,5-8,S,LMH,N,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Pseudocydonia sinensis
Pseudognaphalium obtusifolium,"White Balsam, Rabbit-tobacco",Annual,0.5,0-0,,LM,N,DM,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Pseudognaphalium obtusifolium
Pseudolarix amabilis,"Golden Larch, Chinese golden-larch",Tree,40.0,5-7,S,LMH,SN,M,0,2,2,https://pfaf.org/user/Plant.aspx?LatinName=Pseudolarix amabilis
Pseudopanax arboreus,Puahou,Tree,6.0,9-11,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pseudopanax arboreus
Pseudopanax edgerleyi,,Shrub,0.0,-,,LMH,SN,M,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Pseudopanax edgerleyi
Pseudosasa amabilis,Tonkin Bamboo,Bamboo,6.0,5-9,,LMH,FSN,M,0,0,1,https://pfaf.org/user/Plant.aspx?LatinName=Pseudosasa amabilis
Pseudosasa japonica,Metake - Bamboo,Bamboo,4.5,5-9,,LMH,FSN,MWe,2,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Pseudosasa japonica
Pseudotsuga menziesii,"Douglas Fir, 	Rocky Mountain Douglas-fir",Tree,75.0,3-6,F,LMH,N,MWe,2,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Pseudotsuga menziesii
Pseudowintera axillaris,Heropito,Shrub,7.5,-,,LMH,SN,M,0,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Pseudowintera axillaris
Psidium cattleianum,Strawberry Guava,Shrub,6.0,9-12,,LM,N,DM,3,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Psidium cattleianum
Psidium cattleianum littorale,Yellow Strawberry Guava,Shrub,6.0,9-11,,LM,N,DM,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Psidium cattleianum littorale
Psidium guajava,"Guava, Tropical Guava, Goiaba, Araçá-goiaba",Tree,10.0,9-12,M,LMH,N,M,5,2,5,https://pfaf.org/user/Plant.aspx?LatinName=Psidium guajava
Psophocarpus tetragonolobus,Winged Bean,Perennial,2.0,8-12,,LMH,N,M,3,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Psophocarpus tetragonolobus
Psoralea argophylla,Silverleaf Scurf Pea,Perennial,0.6,0-0,,LMH,N,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea argophylla
Psoralea californica,California Indian breadroot,Perennial,0.2,0-0,,LMH,N,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea californica
Psoralea canescens,Buckroot,Perennial,0.0,-,,LM,N,DM,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea canescens
Psoralea castorea,Beaver Indian breadroot,Perennial,0.1,0-0,,LM,N,DM,4,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea castorea
Psoralea corylifolia,Bu Gu Zhi,Annual,0.6,-,,LMH,N,M,1,4,,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea corylifolia
Psoralea cuspidata,"Indian Breadroot, Largebract Indian breadroot",Perennial,0.6,0-0,,LM,N,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea cuspidata
Psoralea esculenta,"Breadroot, Large Indian breadroot",Perennial,0.3,4-8,,LMH,N,DM,5,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea esculenta
Psoralea glandulosa,Culen,Shrub,3.0,8-11,,LMH,N,M,3,1,,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea glandulosa
Psoralea hypogaea,Small Indian Breadroot,Perennial,0.1,4-8,,LM,N,DM,4,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea hypogaea
Psoralea lanceolata,Lemon scurfpea,Perennial,0.6,0-0,,LM,N,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea lanceolata
Psoralea macrostachya,Large Leather Root,Perennial,1.0,0-0,,LMH,N,M,2,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea macrostachya
Psoralea mephitica,,Perennial,0.0,-,,LMH,N,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea mephitica
Psoralea orbicularis,Roundleaf Leather Root,Perennial,0.1,5-9,,LMH,N,DM,1,1,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea orbicularis
Psoralea pedunculata,Sampson's Snakeroot,Perennial,1.0,-,,LMH,N,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea pedunculata
Psoralea subacaulis,Whiterim scurfpea,Perennial,0.2,0-0,,LMH,N,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea subacaulis
Psoralea tenuiflora,"Slender Scurfy Pea, Slimflower scurfpea",Perennial,1.0,0-0,,LMH,N,DM,2,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Psoralea tenuiflora
Psychotria loniceroides,,Shrub,3.0,-,,LMH,SN,M,0,0,,https://pfaf.org/user/Plant.aspx?LatinName=Psychotria loniceroides
Ptaeroxylon obliquum,Sneezewood,Shrub,20.0,10-12,M,LM,N,M,0,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Ptaeroxylon obliquum
Ptelea baldwinii,Common hoptree,Shrub,6.0,5-9,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ptelea baldwinii
Ptelea trifoliata,"Hop Tree, Common hoptree, Pallid hoptree",Tree,6.0,4-8,S,LMH,SN,M,2,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Ptelea trifoliata
Ptelea trifoliata mollis,Hop Tree,Tree,6.0,4-8,,LMH,SN,M,2,3,2,https://pfaf.org/user/Plant.aspx?LatinName=Ptelea trifoliata mollis
Pteridium aquilinum,"Bracken, Western brackenfern, Decomposition brackenfern, Hairy brackenfern",Fern,1.2,4-7,F,LMH,SN,DM,2,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Pteridium aquilinum
Pteridium aquilinum esculentum,Bracken,Fern,1.2,4-8,,LMH,SN,DM,2,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Pteridium aquilinum esculentum
Pterocarpus angolensis,Ambila,Tree,25.0,10-12,M,LM,N,M,0,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus angolensis
Pterocarpus dalbergioides,"Andaman padauk, East Indian-mahogany,",Tree,35.0,10-12,M,LMH,N,M,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus dalbergioides
Pterocarpus erinaceus,African Kino,Tree,20.0,10-12,S,LM,N,M,0,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus erinaceus
Pterocarpus indicus,"Amboyna, Indian Padauk, Burmese Rosewood, Narra, Bloodwood",Tree,30.0,10-12,F,LMH,SN,M,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus indicus
Pterocarpus soyauxii,African Coralwood,Tree,30.0,10-12,F,LMH,N,M,2,2,4,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus soyauxii
Pterocarya fraxinifolia,Caucasian Wingnut,Tree,30.0,6-9,,MH,N,M,1,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarya fraxinifolia
Pterocarya rhoifolia,Japanese Wingnut,Tree,30.0,5-9,,MH,N,M,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarya rhoifolia
Pterocarya stenoptera,Chinese wingnut,Tree,20.0,6-9,,MH,N,M,0,2,1,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarya stenoptera
Pteroceltis tatarinowii,,Tree,10.0,4-8,,LMH,SN,DM,0,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Pteroceltis tatarinowii
Pterodon emarginatus,"Faveiro, sucupira, sucupira-branca",Tree,12.0,10-12,M,LM,N,DM,0,4,3,https://pfaf.org/user/Plant.aspx?LatinName=Pterodon emarginatus
Pterospora andromedea,Woodland Pinedrops,,0.0,-,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Pterospora andromedea
Pterostyrax corymbosa,Epaulette Tree,Tree,12.0,5-9,F,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pterostyrax corymbosa
Ptiloria exigua,,,0.0,-,,LMH,SN,M,0,0,,https://pfaf.org/user/Plant.aspx?LatinName=Ptiloria exigua
Ptychopetalum olacoides,"Muira Puama, marapuama",Tree,5.0,10-12,M,LMH,N,M,0,4,0,https://pfaf.org/user/Plant.aspx?LatinName=Ptychopetalum olacoides
Ptychopetalum uncinatum,Muira Puama,Tree,5.0,10-12,M,LMH,N,M,0,4,0,https://pfaf.org/user/Plant.aspx?LatinName=Ptychopetalum uncinatum
Puccinellia distans,"Sweet Grass, Weeping alkaligrass, Hauptian alkaligrass",Perennial,0.6,0-0,,LM,SN,MWe,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Puccinellia distans
Pueraria montana,Kudzu Vine,Perennial Climber,10.0,10-12,F,MH,N,M,4,5,3,https://pfaf.org/user/Plant.aspx?LatinName=Pueraria montana
Pueraria montana chinensis,Mealy Kudzu,Perennial Climber,2.0,-,,LMH,N,M,0,3,,https://pfaf.org/user/Plant.aspx?LatinName=Pueraria montana chinensis
Pueraria montana lobata,Kudzu Vine,Perennial Climber,10.0,5-9,F,LMH,N,M,4,5,4,https://pfaf.org/user/Plant.aspx?LatinName=Pueraria montana lobata
Pueraria phaseoloides,Tropical Kudzu,Climber,0.0,10-12,F,LMH,N,M,2,1,4,https://pfaf.org/user/Plant.aspx?LatinName=Pueraria phaseoloides
Pueraria pseudohirsuta,Tropical kudzu,Climber,0.0,0-0,,LMH,N,M,3,3,,https://pfaf.org/user/Plant.aspx?LatinName=Pueraria pseudohirsuta
Pueraria tuberosa,,Climber,1.0,-,,LMH,N,M,2,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pueraria tuberosa
Pugionium cornutum,,Annual/Perennial,0.0,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pugionium cornutum
Pulicaria dysenterica,"Fleabane, Meadow false fleabane",Perennial,0.6,6-9,,LMH,N,MWe,0,1,1,https://pfaf.org/user/Plant.aspx?LatinName=Pulicaria dysenterica
Pulicaria odora,,Perennial,0.0,-,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pulicaria odora
Pulmonaria officinalis,"Lungwort, Common lungwort, Jerusalem Sage, Jerusalem Cowslip",Perennial,0.3,6-9,F,LMH,FS,M,2,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Pulmonaria officinalis
Pulmonaria saccharata,"Jerusalem Sage, Bethlehem lungwort, Lungwort",Perennial,0.3,4-8,S,LMH,FSN,M,1,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Pulmonaria saccharata
Pulsatilla cernua,,Perennial,0.2,4-8,,LM,N,M,1,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pulsatilla cernua
Pulsatilla chinensis,Bai Tou Weng,Perennial,0.3,5-9,,LM,N,M,0,3,,https://pfaf.org/user/Plant.aspx?LatinName=Pulsatilla chinensis
Pulsatilla dahurica,,Perennial,0.3,5-9,,LM,N,M,0,3,,https://pfaf.org/user/Plant.aspx?LatinName=Pulsatilla dahurica
Pulsatilla koreana,Korean Pasque Flower,Perennial,0.3,-,,LM,N,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pulsatilla koreana
Pulsatilla patens,"Pasque Flower, Eastern pasqueflower, Cutleaf anemone",Perennial,0.5,4-8,,LM,N,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pulsatilla patens
Pulsatilla pratensis,Pasque Flower,Perennial,0.5,4-8,,LM,N,DM,0,2,3,https://pfaf.org/user/Plant.aspx?LatinName=Pulsatilla pratensis
Pulsatilla vulgaris,"Pasque Flower, European pasqueflower",Perennial,0.2,4-8,,LM,N,DM,0,3,3,https://pfaf.org/user/Plant.aspx?LatinName=Pulsatilla vulgaris
Punica granatum,"Pomegranate,  Dwarf Pomegranate",Tree,5.0,8-12,M,LMH,N,DM,4,4,3,https://pfaf.org/user/Plant.aspx?LatinName=Punica granatum
Puya chilensis,,Perennial,2.0,8-11,,LMH,N,D,1,0,2,https://pfaf.org/user/Plant.aspx?LatinName=Puya chilensis
Pycnanthemum albescens,Whiteleaf Mountain Mint,Perennial,0.5,-,,LMH,SN,DM,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthemum albescens
Pycnanthemum flexuosum,"Mountain Mint, Appalachian mountainmint",Perennial,1.0,4-8,,LMH,SN,M,1,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthemum flexuosum
Pycnanthemum incanum,Hoary Mountain Mint,Perennial,1.0,-,,LMH,SN,DM,1,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthemum incanum
Pycnanthemum muticum,Cluster Mountain Mint,Perennial,1.0,4-8,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthemum muticum
Pycnanthemum pilosum,"Mountain Mint, Whorled mountainmint",Perennial,1.5,4-8,,LMH,SN,DM,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthemum pilosum
Pycnanthemum virginianum,Virginia Mountain Mint,Perennial,1.0,4-8,,LMH,SN,DM,2,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthemum virginianum
Pycnanthus angolensis,African Nutmeg,Tree,30.0,10-12,M,LMH,N,M,2,3,4,https://pfaf.org/user/Plant.aspx?LatinName=Pycnanthus angolensis
Pyracantha angustifolia,"Narrowleaf firethorn, Pyracantha",Shrub,3.0,6-10,F,LMH,SN,M,1,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Pyracantha angustifolia
Pyracantha coccinea,"Firethorn, Scarlet firethorn, Pyracantha, Firethorn",Shrub,4.0,6-9,F,LMH,FSN,M,1,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Pyracantha coccinea
Pyracantha crenato-serrata,,Shrub,5.0,6-9,,LMH,SN,M,1,1,,https://pfaf.org/user/Plant.aspx?LatinName=Pyracantha crenato-serrata
Pyracantha crenulata,"Nepalese White Thorn, Nepalese firethorn",Shrub,6.0,6-9,,LMH,SN,M,1,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Pyracantha crenulata
Pyracantha koidzumii,Formosa firethorn,Shrub,4.0,7-10,,LMH,SN,M,1,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pyracantha koidzumii
Pyracantha rogersiana,,Shrub,3.0,7-10,,LMH,FSN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Pyracantha rogersiana
Pyracantha 'Wateri',,Shrub,2.5,0-0,,LMH,FSN,M,0,0,3,https://pfaf.org/user/Plant.aspx?LatinName=Pyracantha 'Wateri'
Pyrocydonia danielii,,Tree,5.0,5-9,,LMH,SN,M,2,0,,https://pfaf.org/user/Plant.aspx?LatinName=Pyrocydonia danielii
Pyrola asarifolia,"Bog Wintergreen, Liverleaf wintergreen, Pink wintergreen",Perennial,0.3,4-8,,LM,FSN,M,0,1,3,https://pfaf.org/user/Plant.aspx?LatinName=Pyrola asarifolia
Pyrola chlorantha,Green-Flowered Wintergreen,Perennial,0.3,4-8,,LM,FSN,M,0,1,,https://pfaf.org/user/Plant.aspx?LatinName=Pyrola chlorantha
Pyrola elliptica,Waxflower Shinleaf,Perennial,0.2,3-7,,LM,FSN,M,0,2,,https://pfaf.org/user/Plant.aspx?LatinName=Pyrola elliptica
